Wiki_ID,Movie_ID,title,release_date,BoxOfficeRevenue,Runtime,Languages,Countries,Genres,releaseYear,year,budget,Net_revenue
13210792,/m/03byz__,29 Palms,2002-07-29,,93.0,['English Language'],['United States of America'],"['Crime Fiction', 'Thriller', 'Drama', 'Gangster Film', 'Crime Thriller']",2002,2002,5000000.0,
74951,/m/0jy_t,Meshes of the Afternoon,1943,,15.0,[],['United States of America'],"['Surrealism', 'Experimental film', 'Black-and-white', 'Short Film', 'Avant-garde', 'Film noir']",1943,1943,275.0,
67441,/m/0hqxt,Ticker,2001-11-13,,90.0,['English Language'],['United States of America'],"['Thriller', 'Action/Adventure', 'Action Thrillers', 'Action', 'Chase Movie']",2001,2001,7000000.0,
1328188,/m/04t3z2,Desperate Living,1977-05-27,,91.0,['English Language'],['United States of America'],"['LGBT', 'Fantasy', 'Comedy film', 'Horror', 'Crime Fiction']",1977,1977,65000.0,
1605299,/m/05g1cj,The Invisible Man,1933-11-13,,71.0,['English Language'],['United States of America'],"['Thriller', 'Science Fiction', 'Horror', 'Black-and-white', 'Action/Adventure', 'Action']",1933,1933,328000.0,
5579355,/m/0dtjpk,Digimon: The Movie,2000-03-17,16643191.0,88.0,['English Language'],"['United States of America', 'Japan']","['Thriller', 'Fantasy Adventure', 'Japanese Movies', 'Adventure', 'World cinema', ""Children's/Family"", 'Animation', 'Anime', 'Fantasy', ""Children's"", 'Family Film', 'Action', ""Children's Fantasy""]",2000,2000,5500000.0,11143191.0
4403560,/m/0c0d9s,Clockers,1995-09-13,,129.0,['English Language'],['United States of America'],"['Thriller', 'Crime Fiction', 'Crime Drama', 'Coming of age', 'Film adaptation', 'Drama', 'Crime Thriller']",1995,1995,25000000.0,
31221006,/m/0gjcg2f,The Scorpion King 3: Battle for Redemption,2012-01-17,,104.0,['English Language'],['Thailand'],"['Action', 'Fantasy', 'Adventure']",2012,2012,5000000.0,
22968845,/m/06423cy,In Her Line of Fire,2006-04-21,,88.0,['English Language'],['United States of America'],"['Action/Adventure', 'Thriller', 'Action', 'Television movie']",2006,2006,1000000.0,
7660298,/m/0kvdcr,Corridors of Blood,1958-12,,87.0,['English Language'],['United Kingdom'],"['Thriller', 'Drama', 'Horror', 'Addiction Drama', 'Black-and-white']",1958,1958,146000.0,
1072075,/m/043h78,Scooby-Doo,2002-06-08,275650703.0,88.5,['English Language'],"['United States of America', 'Australia']","['Fantasy Adventure', 'Adventure', ""Children's/Family"", 'Mystery', 'Comedy', 'Live action', 'Family Film', 'Fantasy Comedy', 'Family-Oriented Adventure']",2002,2002,84000000.0,191650703.0
3292569,/m/093s98,Extreme Ops,2002-11-27,10959475.0,93.0,['English Language'],"['Germany', 'United Kingdom', 'Luxembourg']","['Thriller', 'Sports', 'Adventure', 'Chase Movie', 'Action Thrillers', 'Action/Adventure', 'Action']",2002,2002,40000000.0,-29040525.0
473253,/m/02drrg,Anna and the King,1999-12-06,113996937.0,140.0,"['French Language', 'English Language', 'Thai Language']",['United States of America'],"['Costume drama', 'Epic', 'Period piece', 'Drama', 'Film adaptation', 'Romantic drama', 'Romance Film']",1999,1999,75000000.0,38996937.0
14616734,/m/03gqqq6,The Pit,1981-10-23,,,['English Language'],['Canada'],"['Thriller', 'Mystery', 'Science Fiction', 'Horror']",1981,1981,1000000.0,
1376896,/m/04xvzg,Out Cold,2001,13906394.0,89.0,['English Language'],['United States of America'],"['Sports', 'Comedy']",2001,2001,24000000.0,-10093606.0
4440305,/m/0c2jhx,Highlander II: The Quickening,1991-11-01,15556340.0,92.0,['English Language'],"['France', 'Argentina', 'United Kingdom']","['Fantasy Adventure', 'Science Fiction', 'Action', 'Fantasy', 'Sword and sorcery films']",1991,1991,30000000.0,-14443660.0
5336170,/m/0dg69f,What Planet Are You From?,2000-03-03,14145677.0,118.0,['English Language'],['United States of America'],"['Romantic comedy', 'Sex comedy', 'Comedy film', 'Science Fiction', 'Alien Film', 'Comedy', 'Romance Film']",2000,2000,60000000.0,-45854323.0
2108445,/m/06mnqw,Porky's II: The Next Day,1983-06-24,33759266.0,98.0,['English Language'],"['United States of America', 'Canada']","['Sex comedy', 'Screwball comedy', 'Comedy']",1983,1983,6500000.0,27259266.0
5209312,/m/0d7z7_,One Night Stand,1997-11-14,,103.0,['English Language'],['United States of America'],"['Drama', 'Indie']",1997,1997,24000000.0,
23396276,/m/05mxd5_,River's End,2005,,94.0,['English Language'],['United States of America'],"['Crime Fiction', 'Adventure', 'Drama', 'Coming of age', 'Action', 'Indie']",2005,2005,1000000.0,
173944,/m/017gm7,The Lord of the Rings: The Two Towers,2002-12-05,926047111.0,179.0,"['Old English language', 'English Language']","['United States of America', 'New Zealand']","['Fantasy Adventure', 'Adventure', 'Epic', 'Action/Adventure', 'Fantasy', 'Film adaptation', 'Drama', 'Action', 'Sword and sorcery films']",2002,2002,79000000.0,847047111.0
17578623,/m/04lqvlr,Il Divo,2008-05-28,10400286.0,110.0,"['Italian Language', 'English Language']","['France', 'Italy']","['Biography', 'Art film', 'World cinema', 'Drama', 'Biopic [feature]', 'Political drama']",2008,2008,7275000.0,3125286.0
2066600,/m/06jrs3,Coffy,1973-06-13,,90.0,['English Language'],['United States of America'],"['Thriller', 'Crime Fiction', 'Action/Adventure', 'Blaxploitation', 'Crime Thriller', 'Action']",1973,1973,500000.0,
15467438,/m/03mb97f,Giorgino,1994,,177.0,['English Language'],"['France', 'United States of America']","['Romantic drama', 'Period piece', 'Drama']",1994,1994,15000000.0,
4451440,/m/0c34n5,Whatever It Takes,2000-03-31,,94.0,['English Language'],['United States of America'],"['Romance Film', 'Drama', 'Comedy', 'Teen']",2000,2000,15000000.0,
9897904,/m/02pw929,Article 99,1992,6375979.0,101.0,['English Language'],['United States of America'],"['Drama', 'Black comedy', 'Satire', 'Comedy-drama', 'Medical fiction']",1992,1992,18000000.0,-11624021.0
31905391,/m/0gvrws1,Total Recall,2012-08-03,178454768.0,118.0,['English Language'],['United States of America'],"['Science Fiction', 'Action', 'Remake', 'Adventure']",2012,2012,125000000.0,53454768.0
23766228,/m/06zsvhk,Forgetting the Girl,2012-03-02,,85.0,['English Language'],['United States of America'],"['Thriller', 'Drama']",2012,2012,200.0,
1409356,/m/04_6g9,Next Friday,2000-01-11,59827328.0,98.0,['English Language'],['United States of America'],['Comedy'],2000,2000,11000000.0,48827328.0
722551,/m/035q5b,Fire in the Sky,1993-03-12,19885552.0,109.0,['English Language'],['United States of America'],"['Thriller', 'Science Fiction', 'Alien Film', 'Docudrama', 'Mystery', 'Drama', 'Film adaptation']",1993,1993,19885552.0,0.0
20072102,/m/04mzkcp,Sonny,2002-12-27,30005.0,110.0,['English Language'],['United States of America'],"['Crime Fiction', 'Period piece', 'Drama', 'Indie']",2002,2002,110.0,29895.0
2233095,/m/06xz7w,The Paper,1994-03-18,48424341.0,110.0,['English Language'],['United States of America'],"['Crime Fiction', 'Drama', 'Comedy-drama', 'Comedy']",1994,1994,6000000.0,42424341.0
1032620,/m/04000h,"Honey, I Shrunk the Kids",1989-06-23,222724172.0,90.0,['English Language'],['United States of America'],"['Stop motion', 'Science Fiction', 'Family Film', 'Comedy', 'Adventure']",1989,1989,32000000.0,190724172.0
7892732,/m/026hxwx,Epic Movie,2007-01-25,86865564.0,85.0,['English Language'],['United States of America'],"['Parody', 'Adventure', 'Action/Adventure', 'Comedy', 'Action', 'Slapstick']",2007,2007,20000000.0,66865564.0
14127869,/m/03cvfs5,Black Rainbow,1989,,103.0,['English Language'],['United Kingdom'],"['Thriller', 'Mystery', 'Horror', 'Psychological thriller', 'Supernatural']",1989,1989,7000000.0,
1518813,/m/057hp_,The Whole Wide World,1996-12-20,,111.0,['English Language'],['United States of America'],"['Biography', 'Indie', 'Biopic [feature]', 'Period piece', 'Drama', 'Film adaptation', 'Romantic drama', 'Romance Film', 'Biographical film']",1996,1996,1300000.0,
13613782,/m/03cbw7g,Sparrows,1926-05-14,,80.0,"['Silent film', 'English Language']",['United States of America'],"['Silent film', 'Drama', 'Black-and-white']",1926,1926,463455.0,
1801788,/m/05y48m,More American Graffiti,1979-08-03,8100000.0,111.0,"['Icelandic Language', 'English Language']",['United States of America'],"['Ensemble Film', 'Americana', 'Comedy-drama', 'Period piece', 'Coming of age', 'Comedy', 'Political cinema', 'Drama', 'Political drama']",1979,1979,2500000.0,5600000.0
33887035,/m/01qx3f,Collateral Damage,2002-02-04,78382433.0,108.0,"['English Language', 'Spanish Language']",['United States of America'],"['Thriller', 'Action/Adventure', 'Tragedy', 'Action', 'Drama']",2002,2002,85000000.0,-6617567.0
1883157,/m/063hp4,Singin' in the Rain,1952,7200000.0,103.0,['English Language'],['United States of America'],"['Romance Film', 'Musical', 'Comedy', 'Musical comedy']",1952,1952,2540800.0,4659200.0
99459,/m/0pd57,Airport,1970-03,100489151.0,137.0,"['Italian Language', 'English Language']",['United States of America'],"['Disaster', 'Thriller', 'Action', 'Action/Adventure', 'Airplanes and airports']",1970,1970,10000000.0,90489151.0
15161999,/m/03hkch7,Milk,2008-10-28,54501383.0,128.0,['English Language'],['United States of America'],"['LGBT', 'Tragedy', 'Biography', 'Indie', 'History', 'Period piece', 'Drama', 'Biographical film', 'Political drama']",2008,2008,20000000.0,34501383.0
402866,/m/0241y7,The Hunchback of Notre Dame,1996-06-21,325338851.0,90.0,['English Language'],['United States of America'],"['Family Film', 'Drama', 'Romance Film', 'Musical', 'Animation']",1996,1996,100000000.0,225338851.0
24854885,/m/09gnwh5,You Will Meet a Tall Dark Stranger,2010-05-15,34275987.0,98.0,['English Language'],"['United States of America', 'Spain']","['Romantic comedy', 'Ensemble Film', 'Indie', 'Comedy-drama', 'Drama', 'Comedy', 'Romantic drama', 'Romance Film']",2010,2010,22000000.0,12275987.0
511228,/m/02k1pr,The Poseidon Adventure,1972-12-12,93300000.0,117.0,"['Hebrew Language', 'English Language']",['United States of America'],"['Thriller', 'Adventure', 'Action/Adventure', 'Drama', 'Disaster', 'Action']",1972,1972,5000000.0,88300000.0
3193295,/m/08yc0j,The Myth of Fingerprints,1997-09-06,458815.0,91.0,['English Language'],['United States of America'],"['Drama', 'Ensemble Film', 'Family Drama', 'Comedy-drama', 'Comedy']",1997,1997,2000000.0,-1541185.0
2572919,/m/07nxvj,The Good Shepherd,2006-12-22,99480480.0,168.0,"['Russian Language', 'English Language', 'German Language', 'Spanish Language']",['United States of America'],"['Thriller', 'Period piece', 'Drama', 'Political drama', 'Spy']",2006,2006,85000000.0,14480480.0
1389264,/m/04ynx7,The Missing,2003-11-26,38364277.0,154.0,"['Apache, Western Language', 'English Language', 'Spanish Language']",['United States of America'],"['Thriller', 'Adventure', 'Period piece', 'Action/Adventure', 'Western', 'Suspense', 'Film adaptation', 'Action']",2003,2003,60000000.0,-21635723.0
29007186,/m/0dgnwwr,Contagion,2011-09-03,135458097.0,106.0,[],"['United States of America', 'United Arab Emirates']","['Thriller', 'Action/Adventure', 'Disaster', 'Action', 'Science Fiction']",2011,2011,60000000.0,75458097.0
992419,/m/03xcv3,Rock 'n' Roll High School,1979-08-04,,84.0,['English Language'],['United States of America'],"['Punk rock', 'Indie', 'Absurdism', 'Musical comedy', 'Musical', 'Comedy']",1979,1979,300000.0,
25737142,/m/05m_jsg,Killers,2010-06-01,98159963.0,100.0,['English Language'],['United States of America'],"['Thriller', 'Romantic comedy', 'Action/Adventure', 'Comedy', 'Romance Film', 'Action']",2010,2010,75000000.0,23159963.0
35729649,/m/0gz6b6g,End of Watch,2012-09-08,36375000.0,,[],['United States of America'],"['Thriller', 'Mystery', 'Crime Fiction', 'Drama']",2012,2012,7000000.0,29375000.0
957792,/m/03tbg6,Cats & Dogs,2001-07-04,200687492.0,86.0,['English Language'],"['United States of America', 'Australia']","['Fantasy Comedy', 'Fantasy Adventure', 'Adventure', ""Children's/Family"", 'Comedy', 'Family Film', 'Action']",2001,2001,60000000.0,140687492.0
28558349,/m/0cz8ltt,Suing the Devil,2011-08-11,,,[],['Australia'],"['Thriller', 'Comedy film', 'Drama']",2011,2011,97.0,
31703341,/m/0gmglbv,Playing for Keeps,2012-12-07,,,[],[],"['Sports', 'Drama', 'Comedy-drama']",2012,2012,35000000.0,
2245886,/m/06yx4x,Mousehunt,1997-12-19,122417389.0,99.0,['English Language'],['United States of America'],"['Black comedy', 'Family Film', 'Comedy', 'Slapstick']",1997,1997,38000000.0,84417389.0
2282187,/m/070pcg,The Prophecy,1995-03,16115878.0,98.0,['English Language'],['United States of America'],"['Thriller', 'Horror', 'Supernatural', 'Cult', 'Mystery', 'Fantasy']",1995,1995,8.0,16115870.0
1239400,/m/04l7z_,The Land Before Time,1988-11-18,84460846.0,71.0,"['French Language', 'Japanese Language', 'Italian Language', 'English Language', 'German Language']","['United States of America', 'Ireland']","['Adventure', ""Children's/Family"", 'Costume drama', 'Animation', ""Children's"", 'Fantasy', 'Comedy', 'Coming of age', 'Family Film', ""Children's Fantasy""]",1988,1988,12300000.0,72160846.0
25183229,/m/09g9xh2,Hadewijch,2009,62468.0,105.0,['French Language'],['France'],"['Drama', 'World cinema']",2009,2009,4600000.0,-4537532.0
31941863,/m/0gvrnx_,Red Lights,2012-01-20,9079402.0,113.0,['English Language'],"['United States of America', 'Spain']","['Thriller', 'Horror', 'Drama']",2012,2012,14000000.0,-4920598.0
171522,/m/0170qy,Sling Blade,1996-08-30,34175000.0,148.0,['English Language'],['United States of America'],"['Melodrama', 'Drama', 'Indie']",1996,1996,1000000.0,33175000.0
24445186,/m/07ykh6y,Did You Hear About the Morgans?,2009-12-18,85280250.0,103.0,"['Ukrainian Language', 'Italian Language', 'English Language', 'Spanish Language']",['United States of America'],"['Romantic comedy', 'Romance Film', 'Drama', 'Comedy']",2009,2009,58000000.0,27280250.0
15332396,/m/080dfr7,Resident Evil: Afterlife,2010-09-02,296221663.0,90.0,"['Japanese Language', 'English Language']","['United States of America', 'France', 'United Kingdom', 'Germany']","['Thriller', 'Action Thrillers', 'Science Fiction', 'Horror', 'World cinema', 'Creature Film', 'Action/Adventure', 'Zombie Film', 'Action']",2010,2010,60000000.0,236221663.0
574909,/m/02rlnb,Alien Nation,1988-10-07,32155047.0,90.0,['English Language'],['United States of America'],"['Thriller', 'Buddy film', 'Science Fiction', 'Drama']",1988,1988,16000000.0,16155047.0
103026,/m/0p_th,Kramer vs. Kramer,1979,106260000.0,105.0,['English Language'],['United States of America'],"['Family Drama', 'Drama', 'Marriage Drama', 'New Hollywood', 'Courtroom Drama']",1979,1979,8000000.0,98260000.0
1064537,/m/042w9h,Santa Sangre,1989,,123.0,['English Language'],"['Mexico', 'Italy']","['Horror', 'World cinema', 'Surrealism', 'Experimental film', 'Psychological thriller', 'Cult', 'Fantasy', 'Avant-garde']",1989,1989,787000.0,
8675614,/m/027dkz6,Leprechaun 2,1994-04-08,2260622.0,85.0,['English Language'],['United States of America'],"['Monster movie', 'Horror', 'Supernatural', 'Creature Film', 'Cult', 'Slasher']",1994,1994,2000000.0,260622.0
28617466,/m/0czbljm,Lady Windermere's Fan,1925-12-26,,82.0,['English Language'],['United States of America'],"['Silent film', 'Drama', 'Comedy', 'Black-and-white']",1925,1925,320000.0,
277667,/m/01pj_5,Scary Movie,2000-07-07,278019771.0,88.0,['English Language'],['United States of America'],"['Parody', 'Gross-out film', 'Comedy', 'Gross out', 'Slasher', 'Teen']",2000,2000,19000000.0,259019771.0
76366,/m/0k4f3,Some Like It Hot,1959-03-29,25000000.0,122.0,['English Language'],['United States of America'],"['Romantic comedy', 'Sex comedy', 'Screwball comedy', 'Black-and-white', 'Comedy', 'Romance Film']",1959,1959,2883848.0,22116152.0
2673183,/m/0dlnwb9,Memoirs of an Invisible Man,1992,19806514.0,99.0,['English Language'],"['France', 'United States of America']","['Science Fiction', 'Superhero movie', 'Action/Adventure', 'Fantasy', 'Comedy', 'Drama', 'Action']",1992,1992,40000000.0,-20193486.0
2810158,/m/0844ht,Barnyard,2006-08-04,108000000.0,90.0,['English Language'],"['United States of America', 'Germany']","['Computer Animation', 'Family Film', ""Children's/Family"", 'Comedy', 'Animation']",2006,2006,51000000.0,57000000.0
9377241,/m/0286gm1,Who's Afraid of Virginia Woolf?,1966-06-22,40000000.0,131.0,"['Latin Language', 'English Language', 'Spanish Language']",['United States of America'],"['Black comedy', 'Marriage Drama', 'Drama', 'Film adaptation']",1966,1966,7500000.0,32500000.0
2955883,/m/08f_z2,Wonderland,2003-09-24,2466444.0,99.0,['English Language'],"['United States of America', 'Canada']","['Thriller', 'Crime Fiction', 'Mystery', 'Period piece', 'Drama', 'Crime Thriller']",2003,2003,5000000.0,-2533556.0
33391353,/m/0h940yr,FC Venus,2005-12-30,,114.0,['Finnish Language'],['Finland'],"['Sports', 'Romance Film', 'Comedy film']",2005,2005,2196531.0,
22215882,/m/05q73lc,Ondine,2009-09-14,,103.0,"['French Language', 'Romanian Language', 'English Language']","['United States of America', 'Ireland']","['Drama', 'Science Fiction', 'Fantasy', 'Romance Film', 'Romantic drama']",2009,2009,12000000.0,
28272795,/m/0g4pmz_,One Day,2011-08-08,56706628.0,107.0,['English Language'],"['United States of America', 'United Kingdom']","['Romantic drama', 'Romance Film', 'Drama', 'Period piece', 'Comedy film']",2011,2011,15000000.0,41706628.0
26931217,/m/0bmjjh7,The American,2010-09-01,67876281.0,105.0,"['Italian Language', 'English Language']",['United States of America'],"['Thriller', 'Crime Fiction', 'Drama', 'Suspense', 'Crime Thriller']",2010,2010,20000000.0,47876281.0
9317122,/m/0284b56,Before the Devil Knows You're Dead,2007-09-06,25032129.0,123.0,['English Language'],['United States of America'],"['Thriller', 'Crime Fiction', 'Indie', 'Family Drama', 'Drama', 'Crime Thriller']",2007,2007,18000000.0,7032129.0
1172977,/m/04dcpy,Force 10 from Navarone,1978-08-16,7100000.0,126.0,['English Language'],['United Kingdom'],"['Action/Adventure', 'Action', 'Drama', 'Adventure', 'War film']",1978,1978,5000000.0,2100000.0
2236324,/m/06y60c,Freaky Friday,2003-08-04,160846332.0,97.0,"['Standard Mandarin', 'English Language']",['United States of America'],"['Family Film', 'Fantasy', 'Comedy']",2003,2003,26000000.0,134846332.0
187010,/m/019kyn,Pinocchio,1940-02-07,84254167.0,88.0,['English Language'],['United States of America'],"['Adventure', 'Animation', 'Fantasy', 'Drama', 'Music', 'Family Film']",1940,1940,2600000.0,81654167.0
19887961,/m/04q24zv,Agora,2009-05-17,37828420.0,126.0,['English Language'],['Spain'],"['Christian film', 'Adventure', 'World cinema', 'History', 'Epic', 'Period piece', 'Drama', 'Romance Film', 'Historical Epic']",2009,2009,70000000.0,-32171580.0
1602289,/m/05ftpb,Make Mine Music,1946-08-15,,75.0,['English Language'],['United States of America'],"[""Children's/Family"", 'Animation', 'Musical', ""Children's"", 'Fantasy', 'Animated Musical', 'Music', 'Family Film']",1946,1946,68.0,
14482638,/m/04jpg2p,Alice in Wonderland,2010-03-05,1024299904.0,108.0,['English Language'],"['United States of America', 'United Kingdom']","['Computer Animation', 'Family Film', 'Fantasy', 'Adventure']",2010,2010,200000000.0,824299904.0
1180124,/m/04d_0x,I Was a Teenage Werewolf,1957-06-19,2000000.0,76.0,['English Language'],['United States of America'],"['Science Fiction', 'Melodrama', 'Horror', 'Werewolf fiction', 'Creature Film', 'Black-and-white', 'Drama', 'Teen']",1957,1957,82000.0,1918000.0
3918828,/m/0b6rpt,Jane Austen's Mafia!,1998-07-24,30143795.0,84.0,['English Language'],['United States of America'],"['Parody', 'Comedy']",1998,1998,10000000.0,20143795.0
28925569,/m/0dgqkss,The Chant of Jimmie Blacksmith,1978,,122.0,['English Language'],"['Australia', 'New Zealand']","['Crime Fiction', 'Biography', 'Drama', 'World cinema', 'Film adaptation']",1978,1978,1380000.0,
183550,/m/01924h,Pink Narcissus,1971,,71.0,['English Language'],['United States of America'],"['LGBT', 'Adult', 'Softcore Porn', 'Gay', 'Gay Interest', 'Drama', 'Gay Themed', 'Romance Film']",1971,1971,27000.0,
950429,/m/03sq24,Swimming Pool,2003-05-18,22441323.0,103.0,"['French Language', 'English Language']","['France', 'United Kingdom']","['Thriller', 'Crime Fiction', 'Indie', 'World cinema', 'Mystery', 'Psychological thriller', 'Erotic thriller', 'Drama', 'Romance Film', 'Erotica']",2003,2003,7800000.0,14641323.0
3787080,/m/0b003b,Redeye,2005-02-04,95577774.0,96.0,['Korean Language'],['South Korea'],"['Horror', 'World cinema']",2005,2005,26000000.0,69577774.0
1958425,/m/068_3t,Red Eye,2005-08-04,95577774.0,86.0,"['Russian Language', 'English Language']",['United States of America'],"['Thriller', 'Action', 'Suspense', 'Psychological thriller']",2005,2005,26000000.0,69577774.0
8367375,/m/0270ypc,Street Scene,1931-08-26,,80.0,['English Language'],['United States of America'],"['Drama', 'Black-and-white']",1931,1931,584000.0,
364541,/m/01_v4b,Ernest Saves Christmas,1988-11-11,28202109.0,91.0,['English Language'],['United States of America'],"['Christmas movie', ""Children's"", 'Comedy', 'Family Film', 'Slapstick']",1988,1988,6000000.0,22202109.0
26581256,/m/075wx89,The Twilight Saga: Breaking Dawn - Part 1,2011-11-16,705058657.0,117.0,['English Language'],['United States of America'],"['Drama', 'Fantasy', 'Adventure', 'Teen', 'Romantic fantasy']",2011,2011,110000000.0,595058657.0
30265620,/m/0g57wgv,The Perks of Being a Wallflower,2012-09-08,,,['English Language'],['United States of America'],"['Romance Film', 'Drama']",2012,2012,13000000.0,
1897341,/m/064lsn,The Pianist,2002-05-24,120072577.0,142.0,"['Russian Language', 'German Language', 'English Language']","['France', 'Poland', 'United Kingdom', 'Germany']","['History', 'Biographical film', 'Drama', 'War film']",2002,2002,35000000.0,85072577.0
242542,/m/01k5_t,Testament,1983-12-09,,89.0,['English Language'],['United States of America'],"['Science Fiction', 'Doomsday film', 'Action/Adventure', 'Apocalyptic and post-apocalyptic fiction', 'Drama', 'Disaster']",1983,1983,1500000.0,
2305740,/m/072hwt,Edges of the Lord,2001-10-12,,98.0,['English Language'],"['United States of America', 'Poland']","['Period piece', 'Drama']",2001,2001,7500000.0,
5788437,/m/0f4m2z,The Name of the Rose,1986-09-24,77153487.0,130.0,"['Latin Language', 'English Language']","['France', 'Italy', 'West Germany', 'Germany']","['Crime Fiction', 'Thriller', 'Detective fiction', 'Detective', 'World cinema', 'Costume drama', 'Gothic Film', 'Mystery', 'Period piece', 'Drama', 'Film adaptation', 'Crime Thriller', 'Whodunit']",1986,1986,20000000.0,57153487.0
3947,/m/0191n,Blue Velvet,1986-08,8551228.0,120.0,['English Language'],['United States of America'],"['Thriller', 'Mystery', 'Crime Fiction']",1986,1986,6000000.0,2551228.0
8146797,/m/026t9dn,A Rage in Harlem,1991-05-03,10400000.0,115.0,"['English Language', 'American English']","['United States of America', 'United Kingdom']","['Thriller', 'Crime Fiction', 'Gangster Film', 'Indie', 'Crime Drama', 'Comedy Thriller', 'Action/Adventure', 'Period piece', 'Drama', 'Comedy', 'Film adaptation', 'Action']",1991,1991,8000000.0,2400000.0
14864488,/m/03g_mfw,Galaxy of Terror,1981-10,4000000.0,81.0,['English Language'],['United States of America'],"['Science Fiction', 'Action', 'Horror', 'Sci-Fi Horror']",1981,1981,700000.0,3300000.0
434542,/m/0281z4,Accident,1967-02-06,,105.0,['English Language'],['United Kingdom'],"['Crime Fiction', 'Romantic drama', 'Romance Film', 'Drama']",1967,1967,600000.0,
24211904,/m/0ch8x5d,Mutants,2008,,90.0,['English Language'],['United States of America'],"['Zombie Film', 'Horror']",2008,2008,4000000.0,
168583,/m/016kv6,Salvador,1986-02-28,,123.0,"['English Language', 'Spanish Language']","['United States of America', 'United Kingdom']","['Thriller', 'Biography', 'Indie', 'War film', 'Drama', 'Political thriller', 'Action', 'Political drama']",1986,1986,4500000.0,
1636672,/m/05jkvf,The Two Jakes,1990,10005969.0,138.0,['English Language'],['United States of America'],"['Crime Fiction', 'Thriller', 'Mystery', 'Period piece', 'Drama', 'Crime Thriller', 'Neo-noir']",1990,1990,19000000.0,-8994031.0
146908,/m/012rty,Scarlet Street,1945,2948386.0,102.0,['English Language'],['United States of America'],"['Thriller', 'Crime Fiction', 'Crime Drama', 'Black-and-white', 'Mystery', 'Drama', 'Romance Film', 'Film noir']",1945,1945,1202007.0,1746379.0
151535,/m/013qbq,Donovan's Reef,1963-06-12,,109.0,['English Language'],['United States of America'],"['Romantic comedy', 'Action/Adventure', 'Comedy', 'Romance Film', 'Action', 'Comedy of Errors']",1963,1963,2686000.0,
1498491,/m/05632r,Southland Tales,2006-05-21,374743.0,145.0,['English Language'],"['United States of America', 'France', 'Germany']","['Thriller', 'Ensemble Film', 'Science Fiction', 'Comedy-drama', 'Fantasy', 'Comedy', 'Drama', 'Black comedy']",2006,2006,17000000.0,-16625257.0
2259388,/m/06zy75,Session 9,2001-07,378176.0,102.0,['English Language'],['United States of America'],"['Haunted House Film', 'Mystery', 'Horror', 'Psychological thriller', 'Psychological horror']",2001,2001,1500000.0,-1121824.0
3583342,/m/09n0nb,Jawbreaker,1999-02-19,,87.0,['English Language'],['United States of America'],"['Black comedy', 'Satire', 'Comedy']",1999,1999,3000000.0,
2345044,/m/075cph,The Man Who Knew Too Much,1956-04-30,4100000.0,120.0,"['French Language', 'Arabic Language', 'English Language']",['United States of America'],"['Thriller', 'Gangster Film', 'Psychological thriller', 'Mystery', 'Drama', 'Suspense', 'Crime Thriller', 'Film noir']",1956,1956,2500000.0,1600000.0
1035743,/m/0409br,Johnny Suede,1991-08,,97.0,['English Language'],"['Switzerland', 'France', 'United States of America']","['Romantic comedy', 'Romance Film', 'Indie', 'Musical', 'Comedy']",1991,1991,500000.0,
1722156,/m/05r3qc,Space Cowboys,2000-08-01,128884132.0,124.0,['English Language'],"['United States of America', 'Australia']","['Thriller', 'Science Fiction', 'Buddy film', 'Adventure', 'Comedy-drama', 'Action/Adventure', 'Drama', 'Comedy', 'Action']",2000,2000,65000000.0,63884132.0
2967520,/m/08gpf7,Stick,1985,,109.0,['English Language'],['United States of America'],"['Albino bias', 'Crime Fiction', 'Action', 'Drama', 'Action/Adventure']",1985,1985,22000000.0,
42507,/m/0bnzd,In the Bedroom,2001-12-25,43368779.0,131.0,['English Language'],['United States of America'],"['Crime Fiction', 'Drama', 'Indie', 'Psychological thriller']",2001,2001,1700000.0,41668779.0
11347793,/m/02r8hh_,Persepolis,2007-06-27,22752488.0,95.0,"['French Language', 'Persian Language', 'German Language', 'English Language']","['France', 'United States of America']","['Biography', 'World cinema', 'Film adaptation', 'Biopic [feature]', 'Animation', 'Period piece', 'Coming of age', 'Comedy', 'War film', 'Drama', 'Biographical film']",2007,2007,7300000.0,15452488.0
1129041,/m/048scx,Thirteen Days,2000-12-16,66579890.0,145.0,"['Russian Language', 'Romanian Language', 'English Language', 'Spanish Language']",['United States of America'],"['Thriller', 'Historical fiction', 'History', 'Political thriller', 'Epic', 'Docudrama', 'Period piece', 'Drama', 'War film', 'Political drama']",2000,2000,80000000.0,-13420110.0
20700852,/m/064r97z,Grey Gardens,2009-04-18,,103.0,['English Language'],['United States of America'],"['Period piece', 'Drama', 'Biographical film', 'Television movie']",2009,2009,12000000.0,
23502201,/m/06w84zy,Rocket Singh: Salesman of the Year,2009-12-11,,132.0,['Hindi Language'],['India'],"['World cinema', 'Workplace Comedy', 'Musical comedy', 'Musical', 'Comedy', 'Bollywood']",2009,2009,1250000.0,
4410141,/m/0c0rz3,The Nanny Diaries,2007-08-24,44638886.0,105.0,['English Language'],['United States of America'],"['Romantic comedy', 'Comedy-drama', 'Workplace Comedy', 'Drama', 'Comedy', 'Film adaptation', 'Romance Film']",2007,2007,20000000.0,24638886.0
8819339,/m/027kvzt,Robinson Crusoe,1954,,90.0,['English Language'],"['Mexico', 'United States of America']","['Action/Adventure', 'Drama', 'Adventure', 'World cinema', 'Film adaptation']",1954,1954,350000.0,
