Wiki_ID,Movie_ID,title,release_date,BoxOfficeRevenue,Runtime,Languages,Countries,Genres,releaseYear,year,budget,Net_revenue
2546429,/m/07m7j8,Friday the 13th: The Final Chapter,1984-04-13,32980880.0,91.0,['English Language'],['United States of America'],"['Cult', 'Horror', 'Slasher', 'Teen']",1984,1984,2600000.0,30380880.0
24416479,/m/07s7_c0,Beastmaster 2: Through the Portal of Time,1991-08-31,869235.0,107.0,['English Language'],['United States of America'],"['Sword and sorcery', 'Science Fiction', 'Action', 'Fantasy', 'Adventure']",1991,1991,6000000.0,-5130765.0
1033297,/m/0401sg,Resident Evil,2002-03-12,102441078.0,100.0,['English Language'],"['United States of America', 'France', 'Canada', 'United Kingdom', 'Germany']","['Thriller', 'Science Fiction', 'Horror', 'Adventure', 'Doomsday film', 'Sci-Fi Horror', 'Creature Film', 'Plague', 'Zombie Film', 'Action']",2002,2002,33000000.0,69441078.0
207680,/m/01dh6f,Nell,1994-12-14,106683817.0,112.0,['English Language'],['United States of America'],['Drama'],1994,1994,31000000.0,75683817.0
7235116,/m/0kv17w,Someone to Watch Over Me,1987-10-09,10278549.0,106.0,['English Language'],['United States of America'],"['Crime Fiction', 'Thriller', 'Mystery', 'Drama', 'Suspense', 'Crime Thriller', 'Romantic drama']",1987,1987,17000000.0,-6721451.0
5254729,/m/0db2z1,I Could Never Be Your Woman,2007-05-11,9576495.0,97.0,['English Language'],['United States of America'],"['Romantic comedy', 'Romance Film', 'Drama', 'Comedy']",2007,2007,24000000.0,-14423505.0
7731853,/m/026b79y,"Laugh, Clown, Laugh",1928,,,"['Silent film', 'English Language']",['United States of America'],"['Silent film', 'Melodrama', 'Indie', 'Black-and-white', 'Drama', 'Romantic drama', 'Romance Film']",1928,1928,293000.0,
76345,/m/0k47y,Shaft,1971-06-25,,98.0,"['English Language', 'American English']",['United States of America'],"['Crime Fiction', 'Thriller', 'Detective', 'Action/Adventure', 'Mystery', 'Blaxploitation', 'Drama', 'Suspense', 'Action']",1971,1971,4000000.0,
1226289,/m/04k12v,Bless the Child,2000-08-11,40443010.0,107.0,['English Language'],"['United States of America', 'Germany']","['Thriller', 'Mystery', 'Horror', 'Supernatural']",2000,2000,40000000.0,443010.0
44218,/m/0c1p3,San Francisco,1936-06-26,2868000.0,115.0,['English Language'],['United States of America'],"['Disaster', 'Romance Film', 'Drama', 'Natural disaster', 'Black-and-white']",1936,1936,1300000.0,1568000.0
7882413,/m/026hfp8,Aurore,2005,,115.0,['French Language'],['Canada'],"['Biographical film', 'Drama']",2005,2005,6000000.0,
19837210,/m/04q31n1,Romasanta,2004,,92.0,"['English Language', 'Spanish Language']","['Spain', 'United Kingdom']","['Gothic Film', 'Period piece', 'Horror', 'Psychological thriller']",2004,2004,4500000.0,
7752732,/m/0kvgjd,The Comebacks,2007-10-19,13539154.0,84.0,['English Language'],['United States of America'],"['Parody', 'Sports', 'Comedy']",2007,2007,15000000.0,-1460846.0
2216254,/m/06wmyc,Jefferson in Paris,1995-03-31,2473668.0,134.0,['English Language'],"['France', 'United States of America', 'United Kingdom']","['Biography', 'Costume drama', 'Historical fiction', 'Period piece', 'Drama', 'Romantic drama', 'Romance Film', 'Political drama']",1995,1995,14000000.0,-11526332.0
30548208,/m/0g9wdmc,The Iron Lady,2011-12-26,114943631.0,104.0,['English Language'],"['France', 'United Kingdom']","['Biography', 'Drama']",2011,2011,13000000.0,101943631.0
29499560,/m/0cs0w8k,Dawn of the Mummy,1981,,93.0,[],"['United States of America', 'Italy', 'Egypt']","['Monster movie', 'B-movie', 'Horror']",1981,1981,500000.0,
1964091,/m/069dl1,Next,2007-04-25,76066841.0,95.0,"['French Language', 'German Language', 'English Language']",['United States of America'],"['Thriller', 'Science Fiction', 'Action']",2007,2007,70000000.0,6066841.0
3917900,/m/0b6qmv,The Contract,2006,5549200.0,96.0,['English Language'],"['United States of America', 'Germany']","['Crime Fiction', 'Thriller', 'Action/Adventure', 'Drama', 'Suspense', 'Crime Thriller', 'Action']",2006,2006,25000000.0,-19450800.0
22358819,/m/05szq8z,Clash of the Titans,2010-03-26,493214993.0,96.0,['English Language'],"['United States of America', 'United Kingdom']","['Adventure', 'Remake', 'Action/Adventure', 'Fantasy', 'Drama', 'Action']",2010,2010,125000000.0,368214993.0
706803,/m/034f7w,G.I. Jane,1997-08-22,97169156.0,125.0,['English Language'],['United States of America'],"['Action', 'Drama']",1997,1997,50000000.0,47169156.0
3917873,/m/0b6qm3,Chitty Chitty Bang Bang,1968-12-16,7800000.0,144.0,['English Language'],['United Kingdom'],"['Musical', 'Family Film', 'Fantasy', 'Comedy', 'Family-Oriented Adventure']",1968,1968,10000000.0,-2200000.0
1033477,/m/040280,Godsend,2004-04-30,30114487.0,102.0,['English Language'],"['United States of America', 'Canada']","['Thriller', 'Science Fiction', 'Horror', 'Sci-Fi Horror', 'Psychological thriller', 'Drama']",2004,2004,25000000.0,5114487.0
24300269,/m/07s52n0,Track 29,1988-07-12,429028.0,90.0,['English Language'],"['United States of America', 'United Kingdom']",['Drama'],1988,1988,5000000.0,-4570972.0
33096336,/m/0h66h0p,"Jeff, Who Lives at Home",2011-09-14,4269426.0,83.0,['English Language'],['United States of America'],['Comedy film'],2011,2011,10000000.0,-5730574.0
24207129,/m/07l50_1,A Single Man,2009-09-11,24964890.0,101.0,"['English Language', 'Spanish Language']",['United States of America'],"['LGBT', 'Romantic drama', 'Romance Film', 'Drama', 'Film adaptation']",2009,2009,7000000.0,17964890.0
19036329,/m/04jjktx,The Happy Road,1957-06-20,,99.0,['English Language'],"['France', 'United States of America']",['Comedy'],1957,1957,500000.0,
5884079,/m/0fbrd7,Bangkok Dangerous,2008-08-22,82486154.0,97.0,"['English Language', 'Thai Language']",['United States of America'],"['Crime Fiction', 'Thriller', 'Gangster Film', 'Action/Adventure', 'Crime Thriller', 'Action']",2008,2008,45000000.0,37486154.0
15670779,/m/03np63f,The House of Mirth,2000-10-27,,140.0,[],['United Kingdom'],"['Black-and-white', 'Period piece', 'Drama', 'Film adaptation', 'Romantic drama', 'Romance Film']",2000,2000,10000000.0,
817057,/m/03dwzc,Outland,1981-05-22,,109.0,['English Language'],['United Kingdom'],"['Thriller', 'Crime Fiction', 'Science Fiction', 'Adventure', 'Western', 'Space western', 'Hybrid Western']",1981,1981,16000000.0,
399402,/m/023p33,Cinderella,1950-02-15,85000000.0,74.0,['English Language'],['United States of America'],"['Romance Film', 'Fantasy', 'Family Film', 'Musical', 'Animation']",1950,1950,2900000.0,82100000.0
1222278,/m/04jr3z,Vincent,1982,,6.0,['English Language'],['United States of America'],"['Biography', 'Stop motion', 'Animation', 'Short Film', 'Fantasy', 'Drama', 'Family Film']",1982,1982,60000.0,
4836072,/m/0cq7kw,My Fair Lady,1964-10-21,72000000.0,172.0,['English Language'],['United States of America'],"['Costume drama', 'Roadshow theatrical release', 'Musical', 'Drama', 'Comedy', 'Romance Film', 'Family Film']",1964,1964,17000000.0,55000000.0
2121431,/m/06nmwj,The House of Yes,1997-10-10,626057.0,85.0,['English Language'],['United States of America'],"['Sex comedy', 'Indie', 'Cult', 'Drama', 'Comedy', 'Film adaptation', 'Black comedy']",1997,1997,1500000.0,-873943.0
4360088,/m/0bz3jx,"Paris, je t'aime",2006-05-18,17471727.0,110.0,"['French Language', 'Arabic Language', 'Standard Mandarin', 'English Language', 'Spanish Language']","['Switzerland', 'France', 'Germany']","['World cinema', 'Anthology', 'Drama', 'Romantic drama', 'Romance Film', 'Time travel']",2006,2006,13000000.0,4471727.0
24292756,/m/07s83qp,Eyes of a Stranger,1981-02-11,,84.0,['English Language'],['United States of America'],"['Thriller', 'Horror', 'Psychological thriller', 'Mystery', 'Crime Thriller', 'Slasher']",1981,1981,800000.0,
27383563,/m/0by1wkq,Looper,2012-09-28,136513833.0,118.0,['English Language'],['United States of America'],"['Science Fiction', 'Action']",2012,2012,30000000.0,106513833.0
6244632,/m/0fymw0,Crossover,2006-09-01,7009668.0,95.0,['English Language'],['United States of America'],"['Sports', 'Coming of age', 'Action', 'Drama', 'Teen']",2006,2006,5800000.0,1209668.0
1231856,/m/04kkxx,For Love of the Game,1999-09-17,46112640.0,137.0,['English Language'],['United States of America'],"['Sports', 'Romantic drama', 'Romance Film', 'Drama']",1999,1999,50000000.0,-3887360.0
31636280,/m/0gx3rq1,Talaash,2012-11-30,,,"['Hindi Language', 'Marathi Language', 'English Language']",['India'],"['Thriller', 'Crime Fiction', 'Musical', 'Drama', 'Romance Film', 'Bollywood']",2012,2012,8510000.0,
5682615,/m/0dzydf,Malibu Express,1985,,105.0,['English Language'],['United States of America'],"['Thriller', 'Parody', 'Detective fiction', 'Indie', 'Detective', 'Mystery', 'Crime Fiction', 'Comedy', 'Action', 'Spy']",1985,1985,500000.0,
1157158,/m/04c13q,Death to Smoochy,2002-03-29,8382938.0,109.0,['English Language'],"['United States of America', 'United Kingdom', 'Germany']","['Parody', 'Black comedy', 'Satire', 'Comedy']",2002,2002,55000000.0,-46617062.0
4501185,/m/0c5skt,Universal Soldier: The Return,1999-07-06,10937893.0,89.0,['English Language'],['United States of America'],"['Action/Adventure', 'Thriller', 'Science Fiction', 'Martial Arts Film', 'Action']",1999,1999,45000000.0,-34062107.0
5877719,/m/0fbct3,3 Strikes,2000-03-03,9832166.0,83.0,['English Language'],['United States of America'],"['Crime Fiction', 'Crime Comedy', 'Screwball comedy', 'Action/Adventure', 'Comedy', 'Comedy of Errors', 'Action']",2000,2000,6000000.0,3832166.0
1871167,/m/062mn_,Welcome to Mooseport,2004-02-20,14000000.0,110.0,['English Language'],"['United States of America', 'Germany']","['Political cinema', 'Romance Film', 'Americana', 'Comedy']",2004,2004,30000000.0,-16000000.0
1217079,/m/04j4tx,The Killing Fields,1984,34700291.0,142.0,"['French Language', 'Khmer language', 'English Language']",['United Kingdom'],"['Drama', 'Political drama', 'War film']",1984,1984,14400000.0,20300291.0
1472852,/m/0547w5,Down and Out in Beverly Hills,1986-01-31,91411255.0,103.0,['English Language'],['United States of America'],"['Black comedy', 'Comedy of manners', 'Remake', 'Comedy', 'Domestic Comedy']",1986,1986,14000000.0,77411255.0
6846215,/m/0gs973,Inkheart,2008-12-11,62450361.0,106.0,['English Language'],"['United States of America', 'United Kingdom', 'Germany']","['Science Fiction', 'Fantasy Adventure', 'Adventure', ""Children's/Family"", 'Fantasy', ""Children's Fantasy"", 'Film adaptation', 'Drama', 'Family Film']",2008,2008,60000000.0,2450361.0
13934307,/m/03cnn95,Mammoth,2009-11-20,,120.0,"['Tagalog language', 'English Language', 'Thai Language']","['Denmark', 'Sweden', 'Germany']","['Drama', 'Indie', 'World cinema']",2009,2009,10000000.0,
28903478,/m/05sqd7t,Handsome Harry,2009-04-25,,93.0,['English Language'],['United States of America'],"['LGBT', 'Crime Fiction', 'Indie', 'Road movie', 'Gay', 'Gay Interest', 'Drama', 'Gay Themed']",2009,2009,1000000.0,
24708749,/m/04yg13l,Ironclad,2011-03-04,,121.0,"['Hungarian language', 'English Language', 'American English']","['United States of America', 'United Kingdom', 'Germany']","['Action', 'Historical fiction', 'Adventure']",2011,2011,25000000.0,
2023704,/m/06fwns,The Bone Collector,1999-08-29,151493655.0,114.0,['English Language'],['United States of America'],"['Crime Fiction', 'Thriller', 'Psychological thriller', 'Action/Adventure', 'Mystery', 'Drama', 'Crime Thriller', 'Action']",1999,1999,73000000.0,78493655.0
683122,/m/04j1zjw,Bambi,1942-08-08,267447150.0,69.0,['English Language'],['United States of America'],"['Adventure', ""Children's/Family"", 'Animation', 'Coming of age', ""Children's Fantasy"", 'Animated Musical', 'Drama', 'Fantasy', 'Family Film']",1942,1942,858000.0,266589150.0
9457642,/m/0289n83,Man Trouble,1992,4096030.0,100.0,['English Language'],['United States of America'],"['Romantic comedy', 'Romance Film', 'Comedy']",1992,1992,30.0,4096000.0
73395,/m/0jq8r,The Cheat,1915-12-13,,59.0,['English Language'],['United States of America'],"['Silent film', 'Drama', 'Indie', 'Black-and-white']",1915,1915,17311.0,
31519851,/m/0glt1gv,Crazy Eyes,2012-03-11,,95.0,['English Language'],['United States of America'],"['Comedy film', 'Drama', 'Indie']",2012,2012,10000000.0,
8219325,/m/026wlxw,Get Smart,2008-06-19,230685453.0,110.0,"['Russian Language', 'English Language']",['United States of America'],"['Romantic comedy', 'Parody', 'Action Comedy', 'Action/Adventure', 'Comedy', 'Action']",2008,2008,80000000.0,150685453.0
468356,/m/02d4bc,Pieces of April,2003-01-19,3272028.0,81.0,"['English Language', 'Standard Mandarin']",['United States of America'],"['Indie', 'Comedy-drama', 'Holiday Film', 'Drama', 'Comedy', 'Domestic Comedy']",2003,2003,300000.0,2972028.0
504242,/m/02j9_2,Serenity,2005-08-22,38869464.0,119.0,"['Standard Mandarin', 'English Language']",['United States of America'],"['Thriller', 'Science Fiction', 'Adventure', 'Space opera', 'Western', 'Drama', 'Comedy', 'Space western', 'Action', 'Dystopia']",2005,2005,39000000.0,-130536.0
129295,/m/0yx7h,Fatal Attraction,1987-09-11,320145693.0,119.0,['English Language'],['United States of America'],"['Thriller', 'Horror', 'Mystery', 'Psychological thriller', 'Erotic thriller', 'Drama', 'Suspense', 'Slasher']",1987,1987,14000000.0,306145693.0
256337,/m/01l_pn,Charlie's Angels: Full Throttle,2003-06-18,259175788.0,105.0,"['Standard Mandarin', 'English Language', 'Spanish Language']",['United States of America'],"['Crime Fiction', 'Adventure', 'Action Comedy', 'Action/Adventure', 'Martial Arts Film', 'Comedy', 'Action']",2003,2003,120000000.0,139175788.0
9088886,/m/027x7z5,Queen of the Damned,2002-01-10,45479110.0,101.0,['English Language'],"['United States of America', 'Australia']","['Horror', 'Film adaptation', 'Fantasy', 'Music']",2002,2002,35000000.0,10479110.0
103022,/m/0p_ss,An Unmarried Woman,1978-03-05,24000000.0,124.0,['English Language'],['United States of America'],"['Romance Film', 'Drama', 'Comedy film']",1978,1978,2515000.0,21485000.0
2080306,/m/06kt1h,Drop Zone,1994-12-09,28735315.0,101.0,['English Language'],['United States of America'],"['Thriller', 'Action Thrillers', 'Chase Movie', 'Action/Adventure', 'Suspense', 'Action']",1994,1994,45000000.0,-16264685.0
2002258,/m/06d6ch,Halloween 4: The Return of Michael Myers,1988-10-21,17768757.0,92.0,['English Language'],['United States of America'],"['Cult', 'Horror', 'Slasher', 'Teen', 'Indie']",1988,1988,5000000.0,12768757.0
2705410,/m/07z3q5,The Black Cat,1941-05-02,,70.0,['English Language'],['United States of America'],"['Thriller', 'Mystery', 'Horror', 'Comedy', 'Black-and-white']",1941,1941,176000.0,
3158499,/m/08w51z,Juice,1992-01-17,20146880.0,94.0,['English Language'],['United States of America'],"['Crime Fiction', 'Thriller', 'Horror', 'Action/Adventure', 'Drama', 'Crime Thriller', 'Action']",1992,1992,5000000.0,15146880.0
26554437,/m/0bh6zg4,Hall Pass,2011-02-24,83160734.0,109.0,['English Language'],['United States of America'],"['Romantic comedy', 'Romance Film', 'Comedy']",2011,2011,36000000.0,47160734.0
4600218,/m/0cbymz,Gymkata,1985,5730596.0,90.0,['English Language'],['United States of America'],"['Action/Adventure', 'Action', 'Martial Arts Film', 'Adventure']",1985,1985,8500000.0,-2769404.0
31404359,/m/0g55blx,The Son of No One,2011-07-09,30680.0,95.0,['English Language'],['United States of America'],"['Thriller', 'Crime Fiction', 'Drama']",2011,2011,15000000.0,-14969320.0
918886,/m/03pvrq,All the Queen's Men,2001,,100.0,['English Language'],"['United States of America', 'Austria', 'Australia', 'Hungary', 'Germany']","['Comedy-drama', 'Action/Adventure', 'Period piece', 'Drama', 'Comedy', 'War film', 'Action']",2001,2001,15000000.0,
1853602,/m/0614yq,Troll,1986-01-17,5450815.0,82.0,['English Language'],"['United States of America', 'Italy']","['Horror', 'Family Film', 'Fantasy', 'Adventure', 'Mystery']",1986,1986,1100000.0,4350815.0
327427,/m/01wb95,The Greatest Story Ever Told,1965-02-15,12000000.0,260.0,['English Language'],['United States of America'],"['Christian film', 'Biography', 'Costume drama', 'Family Drama', 'Epic', 'Hagiography', 'Period piece', 'Drama', 'Family Film']",1965,1965,20000000.0,-8000000.0
7585416,/m/0kvbvd,Route 666,2001,,90.0,['English Language'],"['United States of America', 'Canada']","['Zombie Film', 'Horror', 'Creature Film']",2001,2001,2300000.0,
628120,/m/02y96d,London After Midnight,1927-12-03,,69.0,"['Silent film', 'English Language']",['United States of America'],"['Thriller', 'Silent film', 'Horror', 'Indie', 'Psychological thriller', 'Black-and-white']",1927,1927,152000.0,
1471831,/m/0545nh,Stop Making Sense,1984-04-24,,99.0,['English Language'],['United States of America'],"['Music', 'Concert film', 'Documentary']",1984,1984,1200000.0,
7238588,/m/0kv1hy,Unholy,2007,,86.0,[],['United States of America'],"['Thriller', 'Science Fiction', 'Horror', 'Psychological thriller']",2007,2007,250000.0,
4129173,/m/0bknp6,No. 2,2006,,96.0,['English Language'],['New Zealand'],"['Drama', 'Comedy-drama', 'Indie', 'World cinema']",2006,2006,5000000.0,
12509757,/m/048j2s,Dragonfly,2002-02-18,,104.0,"['English Language', 'Spanish Language']","['United States of America', 'Germany']","['Thriller', 'Science Fiction', 'Supernatural', 'Mystery', 'Drama', 'Romantic drama', 'Romance Film']",2002,2002,60000000.0,
6987479,/m/0g_1sj,School for Scoundrels,2006-09-29,23947685.0,108.0,['English Language'],['United States of America'],"['Romantic comedy', 'Romance Film', 'Comedy']",2006,2006,20000000.0,3947685.0
74871,/m/0jymd,Laura,1944-10-11,,88.0,['English Language'],['United States of America'],"['Thriller', 'Crime Fiction', 'Detective', 'Psychological thriller', 'Black-and-white', 'Mystery', 'Drama', 'Suspense', 'Crime Thriller', 'Romance Film', 'Film noir']",1944,1944,1020000.0,
685987,/m/032xt8,Major League,1989-04-07,49797148.0,107.0,"['Japanese Language', 'English Language', 'Spanish Language']",['United States of America'],"['Sports', 'Satire', 'Comedy']",1989,1989,11000000.0,38797148.0
1663320,/m/01q7vwf,Just My Luck,2006-05-09,38077373.0,103.0,['English Language'],['United States of America'],"['Romance Film', 'Fantasy', 'Comedy']",2006,2006,28000000.0,10077373.0
74868,/m/0jym0,The Last Picture Show,1971-10-03,29133000.0,126.0,['English Language'],['United States of America'],"['Ensemble Film', 'Slice of life story', 'Americana', 'Black-and-white', 'Period piece', 'Coming of age', 'Film adaptation', 'Drama', 'New Hollywood']",1971,1971,1300000.0,27833000.0
3767179,/m/09zxr8,Man of the House,2005,21577624.0,28.0,['English Language'],['United States of America'],"['Short Film', 'Drama']",2005,2005,40000000.0,-18422376.0
1470810,/m/0542_7,Man of the House,2005-02-25,21577624.0,100.0,['English Language'],['United States of America'],"['Sports', 'Action/Adventure', 'Action', 'Comedy']",2005,2005,40000000.0,-18422376.0
22486844,/m/05zsf_s,Life During Wartime,2009-09,744816.0,98.0,['English Language'],['United States of America'],"['Ensemble Film', 'Indie', 'Comedy-drama', 'Drama', 'Comedy', 'Black comedy']",2009,2009,4500000.0,-3755184.0
8695,/m/02dwj,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964-01-29,9164370.0,90.0,"['English Language', 'Russian Language']",['United Kingdom'],"['Drama', 'Comedy']",1964,1964,1800000.0,7364370.0
14291637,/m/03c_lhp,Fool's Gold,2008-02-07,111231041.0,112.0,['English Language'],['United States of America'],"['Romantic comedy', 'Adventure', 'Action/Adventure', 'Comedy', 'Romance Film', 'Action']",2008,2008,70000000.0,41231041.0
275547,/m/01p8m2,Selena,1997-03-21,35450113.0,128.0,['English Language'],['United States of America'],"['Biographical film', 'Biography', 'Drama', 'Musical Drama', 'Biopic [feature]']",1997,1997,20000000.0,15450113.0
28465900,/m/0crcypn,Lake Placid 3,2010-08-21,,96.0,['English Language'],['United States of America'],"['Cult', 'Horror']",2010,2010,2500000.0,
6114774,/m/0fqvcx,Pretty Poison,1968-10-23,,89.0,['English Language'],['United States of America'],"['Thriller', 'Crime Fiction', 'Romance Film', 'Drama', 'Comedy']",1968,1968,1800000.0,
31351,/m/07q1m,The Straight Story,1999-05-21,6203044.0,110.0,['English Language'],"['United States of America', 'France', 'United Kingdom']","['Biography', 'Adventure', 'Road movie', 'Existentialism', 'Americana', 'Drama']",1999,1999,10000000.0,-3796956.0
31338636,/m/0gjcq3r,Vishwaroopam,2013-01-14,,,"['Hindi Language', 'Tamil Language', 'Telugu language']",['India'],"['Thriller', 'Crime Fiction', 'Action']",2013,2013,17000000.0,
1488066,/m/055b0h,Lolita,1962-06-12,9250000.0,152.0,"['French Language', 'English Language']","['United States of America', 'United Kingdom']","['Romantic drama', 'Comedy-drama', 'Black-and-white', 'Satire', 'Drama', 'Comedy', 'Film adaptation', 'Black comedy', 'Romance Film']",1962,1962,2000000.0,7250000.0
30575,/m/07j6w,Twelve Monkeys,1995-12-27,168839459.0,131.0,['English Language'],['United States of America'],"['Thriller', 'Science Fiction', 'Future noir', 'Doomsday film', 'Psychological thriller', 'Mystery', 'Apocalyptic and post-apocalyptic fiction', 'Drama', 'Time travel', 'Dystopia', 'Airplanes and airports']",1995,1995,29500000.0,139339459.0
