Normalized_Title,year,title,numVotes,Rating,ratingBechtest,id,imdbid,Wiki_ID,Freebase_ID,title,release_date,BoxOfficeRevenue,Runtime,Languages,Countries,Genres
reds,1981,Reds,25156,7.3,3,2667,0082979,45242,/m/0c9k8,Reds,1981,50000000.0,194.0,"['France', 'Finnish Language', 'English Language', 'Russian Language', 'German Language']",['United States of America'],"['Biographical film', 'Biography', 'Period piece', 'Drama', 'War film', 'Romantic drama', 'Romance Film', 'Political drama', 'New Hollywood']"
redsonja,1985,Red Sonja,45637,5.1,3,418,0089893,30854972,/m/08ck1h,Red Sonja,1985-07-03,6948633.0,90.0,['English Language'],"['United States of America', 'Netherlands']","['Adventure', 'Costume drama', 'Action/Adventure', 'Fantasy', 'Sword and sorcery', 'Action']"
redstate,2011,Red State,68313,6.1,3,2693,0873886,26911870,/m/0dgrwqr,Red State,2011-01-23,1104682.0,88.0,['English Language'],['United States of America'],"['Thriller', 'Action', 'Horror']"
redtails,2012,Red Tails,37611,5.903275637446492,2,3010,0485985,19032190,/m/09rsjpv,Red Tails,2012-01-20,49876377.0,121.0,[],['United States of America'],"['Adventure', 'History', 'Historical fiction', 'Period piece', 'Drama', 'War film', 'Action']"
reignoffire,2002,Reign of Fire,147496,6.200522048055541,1,1145,0253556,164698,/m/015yl2,Reign of Fire,2002-07-09,,101.0,['English Language'],"['United States of America', 'Ireland', 'United Kingdom']","['Thriller', 'Science Fiction', 'Fantasy Adventure', 'Adventure', 'Doomsday film', 'Creature Film', 'Action/Adventure', 'Fantasy', 'Disaster', 'Action']"
rememberme,2010,Remember Me,157605,7.1,3,1303,1403981,23514165,/m/06w67tn,Remember Me,2010-03-12,56032889.0,108.0,['English Language'],['United States of America'],"['Romantic drama', 'Romance Film', 'Drama']"
rememberthetitans,2000,Remember the Titans,236228,7.8,3,1598,0210945,397574,/m/023gxx,Remember the Titans,2000-09-23,136706683.0,119.0,['English Language'],['United States of America'],"['Sports', 'Americana', 'Biography', 'Drama', 'Inspirational Drama']"
renaissanceman,1994,Renaissance Man,19357,6.2,2,10077,0110971,307604,/m/01sr58,Renaissance Man,1994,24332324.0,128.0,['English Language'],['United States of America'],"['Comedy-drama', 'Comedy']"
renoir,2012,Renoir,6040,6.5,3,4348,2150332,35879667,/m/0js8x0k,Renoir,2012-05-25,,111.0,['French Language'],['France'],['Drama']
rent,2005,Rent,56416,6.8,3,2412,0294870,1505118,/m/04j14qc,Rent,2005-11-23,31670620.0,134.0,['English Language'],['United States of America'],"['LGBT', 'Romance Film', 'Drama', 'Musical', 'Musical Drama']"
repo!thegeneticopera,2008,Repo! The Genetic Opera,27025,6.4,3,542,0963194,9808649,/m/02pswf4,Repo! the Genetic Opera,2008-07-18,188126.0,98.0,['English Language'],['United States of America'],"['Science Fiction', 'Horror', 'Cult', 'Musical', 'Satire', 'Comedy']"
repoman,1984,Repo Man,42649,6.800000000000001,2,4355,0087995,26541,/m/06m2j,Repo Man,1984-02,,92.0,"['English Language', 'Spanish Language']",['United States of America'],"['Cult', 'Science Fiction', 'Action', 'Crime Comedy', 'Comedy']"
repomen,2010,Repo Men,111624,6.3,3,723,1053424,11827016,/m/02rttlr,Repo Men,2010-03-19,18409891.0,120.0,"['English Language', 'Spanish Language']","['United States of America', 'Canada']","['Thriller', 'Crime Fiction', 'Science Fiction', 'Adventure', 'Drama', 'Action']"
reprise,2006,Reprise,15973,7.3,1,5213,0827517,15147321,/m/03hjzzn,Reprise,2006-09-08,,105.0,['Norwegian Language'],['Norway'],"['Drama', 'World cinema']"
repulsion,1965,Repulsion,58583,7.6,3,2338,0059646,1001142,/m/03y5qf,Repulsion,1965,,105.0,['English Language'],['United Kingdom'],"['Thriller', 'Psychological thriller', 'Black-and-white']"
requiem,2006,Requiem,7549,7.127341369717843,3,2615,0454931,3746858,/m/09yt53,Requiem,2006,,93.0,['German Language'],"['United Kingdom', 'Germany']","['Horror', 'Period piece', 'Drama', 'World cinema']"
requiemforadream,2000,Requiem for a Dream,917781,8.3,3,2050,0180093,23830211,/m/07k2mq,Requiem for a Dream,2000-10-27,7390108.0,101.0,['English Language'],['United States of America'],"['Tragedy', 'Drama', 'Indie', 'Addiction Drama']"
resantillmelonia,1989,Resan till Melonia,1477,7.3,1,336,0098189,21296221,/m/05f9wwp,Resan till Melonia,1989-12-15,,104.0,['Swedish Language'],"['Sweden', 'Norway']",['Animation']
reservoirdogs,1992,Reservoir Dogs,1109769,8.3,0,18,0105236,297111,/m/02h4658,Reservoir Dogs,1992-01-21,14661007.0,99.0,['English Language'],['United States of America'],"['Thriller', 'Crime Fiction', 'Gangster Film', 'Indie', 'Mystery', 'Drama', 'Crime Thriller']"
residentevil,2002,Resident Evil,294271,6.6,3,280,0120804,1033297,/m/0401sg,Resident Evil,2002-03-12,102441078.0,100.0,['English Language'],"['United States of America', 'France', 'Canada', 'United Kingdom', 'Germany']","['Thriller', 'Science Fiction', 'Horror', 'Adventure', 'Doomsday film', 'Sci-Fi Horror', 'Creature Film', 'Plague', 'Zombie Film', 'Action']"
residentevil:afterlife,2010,Resident Evil: Afterlife,181372,5.799999999999999,3,1567,1220634,15332396,/m/080dfr7,Resident Evil: Afterlife,2010-09-02,296221663.0,90.0,"['Japanese Language', 'English Language']","['United States of America', 'France', 'United Kingdom', 'Germany']","['Thriller', 'Action Thrillers', 'Science Fiction', 'Horror', 'World cinema', 'Creature Film', 'Action/Adventure', 'Zombie Film', 'Action']"
residentevil:apocalypse,2004,Resident Evil: Apocalypse,212980,6.1,3,281,0318627,797798,/m/03cwwl,Resident Evil: Apocalypse,2004-09-10,129394835.0,96.0,['English Language'],"['France', 'Canada', 'United Kingdom', 'Germany']","['Thriller', 'Science Fiction', 'Horror', 'World cinema', 'Doomsday film', 'Sci-Fi Horror', 'Zombie Film', 'Action']"
residentevil:degeneration,2008,Resident Evil: Degeneration,33555,6.4,3,279,1174954,14726855,/m/03gvqxv,Resident Evil: Degeneration,2008-10-18,,96.0,"['Japanese Language', 'English Language']",['Japan'],"['Japanese Movies', 'World cinema', 'Computer Animation', 'Creature Film', 'Animation', 'Zombie Film', 'Horror']"
residentevil:extinction,2007,Resident Evil: Extinction,208202,6.200000000000001,3,17,0432021,2271177,/m/06_sc3,Resident Evil: Extinction,2007-09-20,147717833.0,88.0,['English Language'],"['United States of America', 'France', 'Australia', 'United Kingdom', 'Germany']","['Thriller', 'Science Fiction', 'Horror', 'Sci-Fi Horror', 'Zombie Film', 'Action']"
residentevil:retribution,2012,Resident Evil: Retribution,152341,5.3,3,3536,1855325,31841233,/m/0gtv7pk,Resident Evil: Retribution,2012-09-03,217719678.0,95.0,['English Language'],"['United States of America', 'Germany']","['Thriller', 'Science Fiction', 'Horror', 'Adventure', 'History', 'Action']"
restless,2011,Restless,19291,6.73616194080141,3,2790,1498569,26889567,/m/0djb3vw,Restless,2011-04-06,163265.0,91.0,['English Language'],['United States of America'],"['Romantic drama', 'Romance Film', 'Drama', 'Indie']"
restrepo,2010,Restrepo,24607,7.4,0,2006,1559549,26273704,/m/0b73p7y,Restrepo,2010-07-02,1436391.0,93.0,['English Language'],['United States of America'],"['War film', 'Documentary']"
resurrection,1980,Resurrection,3492,7.099999999999999,1,2142,0081414,240370,/m/01jw6m,Resurrection,1980-09-26,,103.0,['English Language'],['United States of America'],"['Drama', 'Science Fiction', 'Fantasy']"
returntohalloweentown,2006,Return to Halloweentown,7923,5.3,3,2713,0816520,5195911,/m/0d7907,Return to Halloweentown,2006-10,,88.0,['English Language'],['United States of America'],"['Fantasy Comedy', 'Family Film', ""Children's/Family"", 'Comedy', 'Television movie']"
returntome,2000,Return to Me,23278,7.0,3,1190,0122459,3105223,/m/08rr9b,Return to Me,2000-04-07,,116.0,"['Italian Language', 'English Language']",['United States of America'],"['Romantic comedy', 'Comedy-drama', 'Drama', 'Comedy', 'Romantic drama', 'Romance Film']"
returntooz,1985,Return to Oz,31228,6.7,3,2894,0089908,583407,/m/02sdp4,Return to Oz,1985-06-21,11137801.0,109.0,['English Language'],"['United States of America', 'United Kingdom']","['Family Film', 'Fantasy', 'Adventure', 'Steampunk']"
returntoparadise,1998,Return to Paradise,15603,6.9,2,10173,0124595,3273263,/m/092nkx,Return to Paradise,1998-08-14,8341087.0,112.0,['English Language'],['United States of America'],"['Thriller', 'Crime Fiction', 'Drama', 'Suspense', 'Crime Thriller', 'Romance Film', 'Political drama']"
revanche,2008,Revanche,16225,7.5,1,5748,1173745,21210395,/m/05c23s4,Revanche,2008-05-16,192451.0,121.0,"['Russian Language', 'German Language']",['Austria'],"['Crime Fiction', 'Thriller', 'World cinema', 'Drama', 'Romantic drama', 'Romance Film']"
revengeofthebridesmaids,2010,Revenge of the Bridesmaids,6385,5.9,3,4991,1666642,26658618,/m/0cc7grs,Revenge of the Bridesmaids,2010,,95.0,['English Language'],['United States of America'],"['Romantic comedy', 'Romance Film', 'Comedy', 'Television movie']"
revengeofthenerds,1984,Revenge of the Nerds,59478,6.6,1,5751,0088000,341399,/m/01y3vg,Revenge of the Nerds,1984-07-20,60400000.0,90.0,['English Language'],['United States of America'],"['Cult', 'Sex comedy', 'Comedy']"
revoltofthezombies,1936,Revolt of the Zombies,1921,3.4,0,2554,0028174,6531454,/m/0g94jz,Revolt of the Zombies,1936-06-04,,63.0,['English Language'],['United States of America'],"['B-movie', 'Indie', 'Creature Film', 'Black-and-white', 'Zombie Film', 'Horror']"
revolutionaryroad,2008,Revolutionary Road,227740,7.3,3,275,0959337,10215404,/m/02q5g1z,Revolutionary Road,2008-12-26,75226021.0,121.0,['English Language'],"['United States of America', 'United Kingdom']","['Tragedy', 'Period piece', 'Marriage Drama', 'Drama', 'Film adaptation', 'Romantic drama', 'Romance Film']"
reykjavikwhalewatchingmassacre,2009,Reykjavik Whale Watching Massacre,2110,4.8,3,5784,1075749,22029678,/m/05p9gwm,Reykjavik Whale Watching Massacre,2009-09,,84.0,['Icelandic Language'],['Iceland'],"['Horror', 'Slasher']"
rhinestone,1984,Rhinestone,8202,4.0,3,9311,0088001,2238387,/m/06ybb1,Rhinestone,1984-06-22,21435321.0,111.0,['English Language'],['United States of America'],['Comedy']
richandfamous,1981,Rich and Famous,2101,5.8,3,1568,0082992,7238599,/m/0kv1jb,Rich And Famous,1981-09-23,14492125.0,117.0,['English Language'],['United States of America'],['Drama']
richardiii,1955,Richard III,5397,7.3,3,10662,0049674,1345780,/m/04vh83,Richard III,1955-04-16,2600000.0,159.0,['English Language'],['United Kingdom'],"['Tragedy', 'Costume drama', 'Roadshow theatrical release', 'Epic', 'Drama', 'Film adaptation', 'Biographical film']"
ridelonesome,1959,Ride Lonesome,6860,7.1,0,11186,0053220,5338254,/m/0dg9gt,Ride Lonesome,1959,,73.0,['English Language'],['United States of America'],"['Action/Adventure', 'Western', 'Action']"
ridicule,1996,Ridicule,8274,7.3,1,1099,0117477,234827,/m/01j3xp,Ridicule,1996-11-12,2503829.0,103.0,['French Language'],['France'],"['Romantic comedy', 'World cinema', 'Comedy of manners', 'Period piece', 'Drama', 'Comedy', 'Romantic drama', 'Romance Film']"
ridingincarswithboys,2001,Riding in Cars with Boys,30888,6.500922688422689,3,5323,0200027,2372920,/m/07799g,Riding in Cars with Boys,2001-10-19,35743308.0,132.0,['English Language'],['United States of America'],"['Biographical film', 'Drama', 'Comedy']"
rightontrack,2003,Right on Track,1602,6.1,3,8897,0323810,4417953,/m/0c16x2,Right on Track,2003-03-21,,89.0,['English Language'],['United States of America'],"['Biographical film', 'Drama', 'Family Film', 'Television movie']"
rings,2005,Rings,3248,6.6,1,4992,0449092,2542052,/m/07lzrp,Rings,2005-03-08,,16.0,['English Language'],['United States of America'],"['Short Film', 'Horror']"
rinne,2005,Rinne,6857,6.1,3,6121,0456630,7468970,/m/0kv8bf,Rinne,2005,4274679.0,95.0,['Japanese Language'],['Japan'],"['Japanese Movies', 'Horror', 'Psychological thriller', 'World cinema', 'Supernatural']"
rio,2011,Rio,254868,6.899891708649183,1,2205,1436562,25595854,/m/08521z1,Rio,2011-04-03,484635760.0,96.0,"['Portuguese Language', 'English Language']",['United States of America'],"['Adventure', 'Computer Animation', 'Animation', 'Musical', 'Comedy', 'Family Film']"
rio2,2014,Rio 2,103349,6.3,3,5340,2357291,35140909,/m/0j9m0k2,Rio 2,2014,,,[],[],"['Family Film', 'Adventure', 'Comedy film', 'Animation']"
riobravo,1959,Rio Bravo,69473,8.0,1,6901,0053221,81100,/m/0kyjk,Rio Bravo,1959-03-18,,141.0,"['English Language', 'Spanish Language']",['United States of America'],"['Drama', 'Western', 'Buddy film', 'Romance Film']"
riolobo,1970,Rio Lobo,14037,6.700000000000001,1,9578,0066301,1948713,/m/0687bt,Rio Lobo,1970-12-17,,114.0,"['English Language', 'Spanish Language']",['United States of America'],"['Action/Adventure', 'Western']"
riseoftheplanetoftheapes,2011,Rise of the Planet of the Apes,585178,7.599986328946064,1,2594,1318514,27279709,/m/0btyf5z,Rise of the Planet of the Apes,2011-08-03,481800873.0,105.0,"['English Language', 'American Sign Language']",['United States of America'],"['Thriller', 'Science Fiction', 'Adventure', 'Drama', 'Reboot', 'Action']"
risingsun,1993,Rising Sun,48878,6.303093416260896,1,5580,0107969,1840870,/m/0603hj,Rising Sun,1993-07-30,107198790.0,129.0,['English Language'],['United States of America'],"['Thriller', 'Crime Fiction', 'Mystery', 'Drama', 'Suspense', 'Crime Thriller', 'Action']"
riskybusiness,1983,Risky Business,102141,6.799999999999999,3,9274,0086200,561226,/m/02q4rf,Risky Business,1983-08-05,63541723.0,99.0,"['German Language', 'English Language']",['United States of America'],"['Sex comedy', 'Satire', 'Comedy-drama', 'Comedy']"
roadhouse,1989,Road House,104765,6.7,1,511,0098206,901489,/m/03n7gj,Road House,1989-05-19,30050028.0,114.0,"['Portuguese Language', 'English Language']",['United States of America'],"['Thriller', 'Action/Adventure', 'Action', 'Drama']"
roadtoperdition,2002,Road to Perdition,288561,7.700000000000001,0,2486,0257044,342741,/m/01y9r2,Road to Perdition,2002-07-12,181001478.0,117.0,['English Language'],['United States of America'],"['Thriller', 'Crime Fiction', 'Gangster Film', 'Crime Drama', 'Family Drama', 'Action/Adventure', 'Period piece', 'Drama', 'Film adaptation', 'Coming of age']"
robbery,1967,Robbery,2119,6.9,0,10913,0062207,2421596,/m/07by3w,Robbery,1967-08,,108.0,['English Language'],['United Kingdom'],"['Crime Fiction', 'Mystery', 'Drama']"
roberta,1935,Roberta,3725,7.0,3,2362,0026942,12800555,/m/02x5h46,Roberta,1935-03-08,2335000.0,106.0,['English Language'],['United States of America'],"['Musical', 'Black-and-white']"
robinhood,1973,Robin Hood,141756,7.5,3,4667,0070608,982180,/m/03wh1s,Robin Hood,1973-11-08,32056467.0,83.0,['English Language'],['United States of America'],"['Romance Film', 'Family Film', 'Drama', 'Adventure', 'Animation']"
robinhood,1991,Robin Hood,6056,5.710898282694849,1,7146,0102797,6309072,/m/0g0dy6,Robin Hood,1991,,116.0,['English Language'],['United Kingdom'],"['Action/Adventure', 'Swashbuckler films', 'Television movie', 'Adventure', 'Costume drama']"
robinhood,2010,Robin Hood,286960,6.599954697518818,3,822,0955308,13713239,/m/05q96q6,Robin Hood,2010-05-12,321669730.0,156.0,"['French Language', 'English Language']","['United States of America', 'United Kingdom']","['Swashbuckler films', 'Adventure', 'Action/Adventure', 'Period piece', 'Drama', 'Action']"
robinhood:menintights,1993,Robin Hood: Men in Tights,139419,6.7,3,1067,0107977,556241,/m/02pp19,Robin Hood: Men in Tights,1993-07-28,35739755.0,105.0,['English Language'],"['United States of America', 'France']","['Parody', 'Comedy', 'Adventure', 'Slapstick']"
robinhood:princeofthieves,1991,Robin Hood: Prince of Thieves,212092,6.899830262338985,3,1579,0102798,261402,/m/01msrb,Robin Hood: Prince of Thieves,1991-06-14,390493908.0,143.0,['English Language'],['United States of America'],"['Swashbuckler films', 'Adventure', 'Costume drama', 'Costume Adventure', 'Action/Adventure', 'Period piece', 'Drama', 'Romantic drama', 'Romance Film']"
robocop,1987,RoboCop,289910,7.6,1,547,0093870,445066,/m/0299hs,RoboCop,1987-07-17,53424681.0,103.0,['English Language'],['United States of America'],"['Thriller', 'Crime Fiction', 'Science Fiction', 'Superhero movie', 'Stop motion', 'Action/Adventure', 'Satire', 'Action']"
robocop2,1990,RoboCop 2,95021,5.799999999999999,1,5237,0100502,1330220,/m/04t8wq,RoboCop 2,1990-06-22,45681173.0,120.0,['English Language'],['United States of America'],"['Crime Fiction', 'Thriller', 'Science Fiction', 'Superhero movie', 'Stop motion', 'Action/Adventure', 'Action']"
robocop3,1993,RoboCop 3,55405,4.2,3,5238,0107978,1940449,/m/067p6m,RoboCop 3,1993-11-05,10600000.0,105.0,['English Language'],['United States of America'],"['Crime Fiction', 'Thriller', 'Science Fiction', 'Superhero movie', 'Action/Adventure', 'Action']"
robots,2005,Robots,165793,6.399381156019857,1,99,0358082,893808,/m/03mh94,Robots,2005,260718330.0,90.0,['English Language'],['United States of America'],"['Science Fiction', 'Adventure', 'Animation', 'Comedy', 'Romance Film', 'Family Film']"
robotstories,2003,Robot Stories,1447,6.0,3,6698,0301777,1511805,/m/056_s1,Robot Stories,2003,131029.0,85.0,['English Language'],['United States of America'],"['Science Fiction', 'Indie', 'Comedy-drama', 'Drama', 'Comedy', 'Romantic drama', 'Romance Film']"
robroy,1995,Rob Roy,46510,6.9,0,9588,0114287,701781,/m/033_m2,Rob Roy,1995-04-07,31596911.0,139.0,['English Language'],"['United States of America', 'United Kingdom']","['Swashbuckler films', 'Costume drama', 'Action/Adventure', 'Period piece', 'History', 'War film', 'Drama', 'Biographical film', 'Action', 'Romance Film']"
rocknrolla,2008,RocknRolla,267841,7.2,1,1495,1032755,12207260,/m/02vvwqg,RocknRolla,2008-09-04,25739015.0,115.0,"['English Language', 'Russian Language']","['United States of America', 'United Kingdom']","['Crime Fiction', 'Thriller', 'Gangster Film', 'Caper story', 'Action Comedy', 'Action/Adventure', 'Comedy', 'Crime Thriller', 'Black comedy', 'Action']"
rockofages,2012,Rock of Ages,82393,5.900167489956671,3,3355,1336608,31306385,/m/0gj8t_b,Rock of Ages,2012-06-15,55518613.0,123.0,['English Language'],['United States of America'],"['Romance Film', 'Musical', 'Drama', 'Comedy']"
rocky,1976,Rocky,643229,8.1,1,2267,0075148,45772,/m/0cf08,Rocky,1976-11-21,225000000.0,120.0,['English Language'],['United States of America'],"['Boxing', 'Sports', 'Drama', 'Romance Film', 'Action', 'New Hollywood']"
rockybalboa,2006,Rocky Balboa,234461,7.1,1,9724,0479143,2887437,/m/08984j,Rocky Balboa,2006-12-20,155721132.0,100.0,"['English Language', 'Spanish Language']",['United States of America'],"['Sports', 'Romance Film', 'Action', 'Drama']"
rockyii,1979,Rocky II,235753,7.3,1,6870,0079817,149433,/m/0135_9,Rocky II,1979-06-15,200182160.0,120.0,['English Language'],['United States of America'],"['Sports', 'Drama', 'Boxing', 'New Hollywood']"
rockyiii,1982,Rocky III,215393,6.8,0,6871,0084602,152328,/m/013vbq,Rocky III,1982-05-28,270000000.0,100.0,['English Language'],['United States of America'],"['Sports', 'Melodrama', 'Drama', 'Boxing']"
rockyiv,1985,Rocky IV,230882,6.9,2,6873,0089927,104984,/m/0q9sg,Rocky IV,1985-11-27,300473716.0,91.0,"['English Language', 'Russian Language']",['United States of America'],"['Sports', 'Action', 'Drama', 'Political drama', 'Boxing']"
rockyv,1990,Rocky V,153305,5.4,0,9726,0100507,153435,/m/0140g4,Rocky V,1990-11-16,119946358.0,110.0,['English Language'],['United States of America'],"['Sports', 'Action', 'Melodrama', 'Drama', 'Boxing']"
rolemodels,2008,Role Models,243605,6.800049260072659,1,217,0430922,13253566,/m/03b_fm5,Role Models,2008-10-22,92502165.0,102.0,['English Language'],"['United States of America', 'Germany']","['Romance Film', 'Comedy']"
romancingthestone,1984,Romancing the Stone,105681,6.9,3,8748,0088011,578001,/m/02rxf6,Romancing the Stone,1984-03-30,86572238.0,106.0,"['French Language', 'English Language', 'Spanish Language']","['Mexico', 'United States of America']","['Romantic comedy', 'Adventure', 'Action/Adventure', 'Adventure Comedy', 'Comedy', 'Romance Film', 'Action']"
romanholiday,1953,Roman Holiday,149972,8.0,3,1554,0046250,76310,/m/0k419,Roman Holiday,1953-08-27,12000000.0,117.0,"['Italian Language', 'German Language', 'English Language']","['United States of America', 'Italy']","['Romantic comedy', 'Romance Film', 'Drama', 'Comedy']"
romasanta,2004,Romasanta,3714,5.2,2,7342,0374180,19837210,/m/04q31n1,Romasanta,2004,,92.0,"['English Language', 'Spanish Language']","['Spain', 'United Kingdom']","['Gothic Film', 'Period piece', 'Horror', 'Psychological thriller']"
romeo+juliet,1996,Romeo + Juliet,248232,6.7,3,4067,0117509,202652,/m/01cssf,Romeo + Juliet,1996-11-01,147554999.0,130.0,['English Language'],['United States of America'],"['Crime Fiction', 'Thriller', 'Romance Film', 'Drama']"
romeoandjuliet,1936,Romeo and Juliet,2276,6.5,3,4069,0028203,334649,/m/01x9zj,Romeo and Juliet,1936-08-20,,124.0,['English Language'],['United States of America'],"['Costume drama', 'Romance Film', 'Drama', 'Black-and-white', 'Film adaptation']"
romeoandjuliet,1968,Romeo and Juliet,35291,7.6,3,1249,0063518,99025,/m/0p9rz,Romeo and Juliet,1968-10-08,38901218.0,138.0,['English Language'],"['Italy', 'United Kingdom']","['Tragedy', 'Costume drama', 'Roadshow theatrical release', 'Epic', 'Drama', 'Film adaptation', 'Romantic drama', 'Romance Film']"
romeomustdie,2000,Romeo Must Die,74489,6.1,0,4377,0165929,1047463,/m/041cpw,Romeo Must Die,2000-03-22,91036760.0,115.0,"['Chinese language', 'English Language']",['United States of America'],"['Crime Fiction', 'Action/Adventure', 'Action', 'Martial Arts Film', 'Thriller']"
ronin,1998,Ronin,198252,7.200000000000001,1,6339,0122690,163438,/m/015qnh,Ronin,1998-09-12,70692101.0,121.0,"['French Language', 'English Language', 'Russian Language']","['United States of America', 'United Kingdom']","['Crime Fiction', 'Thriller', 'Chase Movie', 'Action Thrillers', 'Action', 'Spy']"
rope,1948,Rope,157421,7.900000000000001,0,2040,0040746,23477436,/m/0k0rf,Rope,1948,,81.0,['English Language'],['United States of America'],"['LGBT', 'Thriller', 'Film \\u00e0 clef', 'Psychological thriller', 'Mystery', 'Drama', 'Suspense', 'Crime Thriller', 'Film noir']"
rosaluxemburg,1986,Rosa Luxemburg,1969,6.9,3,6221,0091869,23563063,/m/06w5pnn,Rosa Luxemburg,1986-04-10,,122.0,['German Language'],['Germany'],"['Drama', 'Political drama', 'Biopic [feature]']"
rosered,2002,Rose Red,27584,6.700000000000001,3,7755,0259153,4607218,/m/0ccb7_,Rose Red,2002-01-27,,254.0,['English Language'],"['United States of America', 'Canada']","['Thriller', 'Mystery', 'Horror', 'Haunted House Film']"
roughaunties,2008,Rough Aunties,148,6.9,3,2460,1179080,32325602,/m/0712gbx,Rough Aunties,2008-11-23,,103.0,['English Language'],['United Kingdom'],['Documentary']
rounders,1998,Rounders,162195,7.3,1,1399,0128442,923759,/m/03qbfb,Rounders,1998-09-11,22912409.0,120.0,"['French Language', 'English Language']",['United States of America'],"['Crime Fiction', 'Drama', 'Buddy film', 'Indie', 'Gangster Film']"
roundhaygardenscene,1888,Roundhay Garden Scene,6999,7.2,0,8040,0392728,1082508,/m/044ggd,Roundhay Garden Scene,1888,,0.03,['Silent film'],['United Kingdom'],"['Short Film', 'Silent film', 'Indie', 'Black-and-white']"
roustabout,1964,Roustabout,3381,6.0,2,10792,0058534,537101,/m/04gh3qs,Roustabout,1964-11-11,,101.0,['English Language'],['United States of America'],"['Musical', 'Romance Film']"
rubber,2010,Rubber,41073,5.7,3,2253,1612774,28084941,/m/0cmdmfw,Rubber,2010-05-15,100370.0,82.0,"['French Language', 'English Language']","['France', 'United States of America']","['Science Fiction', 'Horror', 'World cinema', 'Mystery', 'Fantasy', 'Comedy', 'Drama', 'Black comedy']"
rubyinparadise,1993,Ruby in Paradise,3311,6.9,3,852,0108000,2880294,/m/088rwz,Ruby in Paradise,1993-01,1001437.0,114.0,['English Language'],['United States of America'],"['Romantic drama', 'Romance Film', 'Feminist Film', 'Drama', 'Indie']"
rubysparks,2012,Ruby Sparks,106256,7.200000000000001,3,3538,1839492,35587809,/m/0gyxxrx,Ruby Sparks,2012-01,6467587.0,104.0,[],['United States of America'],"['Romantic comedy', 'Fantasy']"
rugratsgowild,2003,Rugrats Go Wild,9162,5.6,3,6379,0337711,915315,/m/03pk1m,Rugrats Go Wild,2003-06-13,55405466.0,81.0,['English Language'],['United States of America'],"['Drama', 'Animation']"
rumblefish,1983,Rumble Fish,38841,7.1,2,2387,0086216,423546,/m/026rdr,Rumble Fish,1983-10-08,,94.0,['English Language'],['United States of America'],"['Crime Fiction', 'Black-and-white', 'Drama', 'Film adaptation', 'Coming of age', 'Teen']"
rumorhasit...,2005,Rumor Has It...,62538,5.5,3,4229,0398375,2492165,/m/07hnbc,Rumor Has It...,2005-12-22,88933562.0,97.0,"['English Language', 'Spanish Language']","['United States of America', 'Australia', 'Germany']","['Romantic comedy', 'Romance Film', 'Screwball comedy', 'Drama', 'Comedy']"
runawaybride,1999,Runaway Bride,106054,5.599999999999999,1,10142,0163187,1908729,/m/065f9t,Runaway Bride,1999-07-25,309457509.0,114.0,['English Language'],['United States of America'],"['Romantic comedy', 'Road movie', 'Romance Film', 'Comedy']"
runawaydaughters,1994,Runaway Daughters,333,5.7,3,8004,0111033,12185621,/m/02vtnk3,Runaway Daughters,1994,,83.0,[],['United States of America'],"['Comedy film', 'Drama', 'Television movie']"
runawayjury,2003,Runaway Jury,106655,7.099921241385776,1,45,0313542,752155,/m/038bh3,Runaway Jury,2003-10-09,,122.0,"['French Language', 'Italian Language', 'English Language']",['United States of America'],"['Thriller', 'Drama', 'Social problem film', 'Courtroom Drama']"
runningonempty,1988,Running on Empty,18337,7.599999999999999,1,11239,0096018,1367497,/m/04x4nh,Running on Empty,1988,2835116.0,116.0,['English Language'],['United States of America'],"['Drama', 'Coming of age']"
runningwithscissors,2006,Running with Scissors,23293,6.1,3,1910,0439289,2352397,/m/075yg2,Running with Scissors,2006-10-20,7460797.0,122.0,['English Language'],['United States of America'],"['Drama', 'Comedy-drama', 'Comedy']"
rush,2013,Rush,523185,8.099958714412683,1,5061,1979320,35460624,/m/0gy75pd,Rush,2013-09-20,,,['English Language'],['United States of America'],"['Sports', 'Biographical film', 'Action', 'Drama']"
rushhour,1998,Rush Hour,302486,7.0,1,1392,0120812,489800,/m/02gpkt,Rush Hour,1998-09-18,244386864.0,93.0,"['Japanese Language', 'English Language', 'Cantonese']",['United States of America'],"['Thriller', 'Crime Fiction', 'Action', 'Comedy']"
rushhour2,2001,Rush Hour 2,244388,6.7,3,7493,0266915,652539,/m/02_sr1,Rush Hour 2,2001-07-26,347325802.0,86.0,"['Standard Cantonese', 'English Language', 'Standard Mandarin', 'Cantonese']","['United States of America', 'Hong Kong']","['Thriller', 'Crime Fiction', 'Buddy film', 'Action Comedy', 'Action/Adventure', 'Martial Arts Film', 'Comedy', 'Action', 'Chinese Movies']"
rushhour3,2007,Rush Hour 3,187185,6.2,1,16,00293564,2222699,/m/06x43v,Rush Hour 3,2007-07-30,258022233.0,91.0,"['French Language', 'Japanese Language', 'Latin Language', 'English Language', 'Standard Mandarin']","['United States of America', 'France', 'Germany']","['Thriller', 'Crime Fiction', 'Buddy film', 'Action Comedy', 'Action/Adventure', 'Martial Arts Film', 'Comedy', 'Action']"
rushmore,1998,Rushmore,200630,7.6,3,404,0128445,407351,/m/024lt6,Rushmore,1998-09-17,17105219.0,93.0,"['French Language', 'Latin Language', 'English Language', 'Spanish Language']",['United States of America'],"['Drama', 'Comedy-drama', 'Coming of age', 'Comedy']"
